_id.Age,_id.BusinessTravel,_id.DailyRate,_id.Department,_id.DistanceFromHome,_id.Education,_id.EducationField,_id.EnvironmentSatisfaction,_id.Gender,_id.HourlyRate,_id.JobInvolvement,_id.JobLevel,_id.JobRole,_id.JobSatisfaction,_id.MaritalStatus,_id.MonthlyIncome,_id.MonthlyRate,_id.NumCompaniesWorked,_id.OverTime,_id.PercentSalaryHike,_id.PerformanceRating,_id.RelationshipSatisfaction,_id.StockOptionLevel,_id.TotalWorkingYears,_id.TrainingTimesLastYear,_id.WorkLifeBalance,_id.YearsAtCompany,_id.YearsInCurrentRole,_id.YearsSinceLastPromotion,_id.YearsWithCurrManager,target
17,1,684,1,17,3,1,2,1,50,2,1,0,2,1,774,1313,1,1,3,0,3,2,10,2,3,10,2,0,2,0
8,2,525,2,0,2,1,2,1,27,2,1,7,2,1,710,1043,1,0,6,0,1,1,8,3,2,8,7,7,7,0
4,2,706,1,0,1,1,3,1,3,1,1,4,3,1,627,976,6,0,11,1,0,2,4,2,0,2,2,2,2,0
15,0,431,1,3,2,5,3,1,60,2,1,6,1,0,341,248,5,0,4,0,3,2,11,2,1,9,8,1,7,0
18,1,293,1,17,3,1,2,1,51,3,0,2,3,1,429,298,4,0,7,0,3,2,4,2,2,1,0,0,0,0
11,2,140,1,7,3,4,1,1,47,0,0,2,0,1,71,149,1,1,0,0,3,0,7,4,1,7,7,0,7,1
16,2,786,1,18,1,3,1,1,63,2,0,2,3,0,236,387,0,0,0,0,2,1,3,2,2,2,2,1,2,0
16,2,778,2,9,3,1,2,0,57,2,0,8,2,1,99,940,1,1,8,0,3,1,1,2,2,1,1,0,0,0
14,2,349,1,8,3,1,0,0,62,2,1,6,3,1,841,925,1,1,1,0,3,1,6,2,1,6,4,0,5,0
16,2,186,1,0,2,1,3,0,56,1,0,2,1,1,372,91,5,0,6,0,0,1,7,2,1,5,4,0,2,0
13,1,854,1,0,4,1,2,0,70,3,2,4,1,2,941,400,1,0,0,0,0,0,10,2,2,10,8,4,7,1
11,2,717,2,18,2,1,2,1,47,1,1,7,2,0,999,1266,1,0,3,0,2,2,10,3,2,10,7,0,4,0
32,2,105,2,8,2,2,2,1,29,2,4,3,2,1,1319,1001,4,1,5,0,2,1,27,2,2,1,0,0,0,0
26,2,48,1,0,3,1,1,1,48,3,1,0,0,1,667,430,2,0,4,0,3,1,10,5,2,2,0,2,2,0
3,2,251,2,4,0,3,2,1,28,2,0,8,0,2,160,1355,1,1,0,0,3,0,2,6,2,2,2,1,2,0
10,2,661,1,8,2,3,3,1,64,2,0,6,3,1,53,25,1,0,12,1,3,1,5,3,1,5,2,0,4,0
17,2,418,1,27,2,1,1,1,16,3,1,2,2,1,386,1348,1,0,6,0,3,2,10,3,1,10,9,6,8,0
32,2,455,1,16,4,1,3,0,20,1,2,5,0,0,1177,1152,5,0,4,0,2,3,19,3,2,14,11,1,11,0
31,1,873,1,27,1,1,0,1,67,1,1,2,0,2,525,1200,3,0,9,1,0,0,20,2,2,4,3,1,3,1
17,2,802,1,26,3,1,3,1,19,2,1,4,2,1,914,174,2,0,5,0,1,1,17,3,2,7,7,0,7,0
8,1,198,0,16,3,1,1,0,28,2,0,1,2,0,262,1206,0,1,0,0,1,1,8,2,1,7,7,1,0,1
19,2,239,1,2,2,4,2,1,6,2,2,4,2,1,1035,440,1,0,4,0,2,1,10,2,2,10,7,7,8,0
14,1,306,1,9,2,1,0,1,26,2,0,6,2,1,392,884,6,0,2,0,0,1,10,3,1,5,2,1,3,0
25,2,569,1,6,2,1,2,0,13,2,2,0,0,1,1069,424,8,0,5,0,0,1,10,1,1,1,0,0,0,0
22,2,328,1,1,1,1,2,0,69,2,0,2,0,1,384,1361,4,0,6,0,3,1,7,5,1,4,3,0,2,0
17,2,822,1,8,3,3,1,1,18,2,1,6,2,2,679,954,1,0,8,0,1,0,10,5,2,10,7,0,8,0
6,2,384,2,2,1,1,0,0,35,2,1,7,2,2,589,1321,9,0,3,0,0,0,4,3,2,2,2,2,0,1
14,2,267,1,1,2,5,3,1,48,2,0,6,0,2,177,539,1,0,3,0,3,0,4,4,2,4,2,1,2,0
16,2,230,1,1,3,1,3,1,54,1,1,4,0,1,804,1263,6,0,2,0,1,1,13,3,2,11,9,5,9,0
18,2,788,1,25,3,1,0,1,50,2,1,0,2,1,722,315,6,0,3,0,1,2,10,2,1,3,2,0,2,0
27,1,684,1,6,3,1,0,1,47,3,1,4,2,1,856,172,4,0,6,0,3,1,9,1,2,3,2,0,2,0
8,2,60,1,0,1,3,0,1,29,1,0,2,0,1,465,532,1,0,5,0,0,2,6,2,2,5,3,1,3,0
16,2,826,2,8,0,1,1,0,40,2,1,7,2,1,775,221,1,0,9,1,0,0,6,3,1,6,5,1,3,0
20,1,315,1,1,1,3,2,0,45,1,0,2,1,1,183,797,4,0,3,0,1,1,9,4,1,6,1,0,5,0
8,2,663,2,4,2,4,3,0,0,1,0,8,2,2,325,1117,0,0,7,0,3,0,5,2,2,4,2,0,0,0
14,2,322,2,7,2,3,2,1,26,3,1,7,3,1,829,558,1,0,4,0,2,2,10,4,3,10,7,0,8,0
22,0,220,1,15,1,1,2,1,44,2,0,6,2,0,412,378,9,0,5,0,1,1,6,0,2,4,2,0,0,0
29,2,877,1,4,4,1,3,1,12,2,4,5,2,1,1286,828,4,0,0,0,1,1,21,2,2,3,2,1,1,0
14,0,537,1,4,3,5,1,1,35,2,0,6,1,2,257,902,2,0,3,0,1,0,12,3,2,7,7,0,7,0
19,2,372,1,12,2,3,0,1,17,2,1,6,3,1,526,48,1,0,6,0,0,0,10,2,2,10,8,3,7,0
10,2,878,1,11,0,1,2,0,49,2,0,2,3,1,193,1218,1,1,0,0,3,0,1,4,1,1,1,0,0,1
41,2,144,2,2,2,1,2,0,18,1,1,7,3,2,690,835,5,0,6,0,3,0,13,2,2,6,1,0,5,0
10,2,840,1,0,2,1,0,1,42,1,0,6,2,0,21,613,1,0,3,0,3,1,1,2,0,1,0,0,0,0
16,1,351,0,10,2,1,2,1,26,1,1,1,1,1,571,1148,4,0,0,0,3,2,14,5,3,10,9,1,8,0
25,1,569,1,8,4,3,3,1,42,2,1,2,2,0,773,1009,3,1,2,0,1,1,10,3,2,8,7,4,7,0
22,2,561,1,3,0,3,3,0,16,2,4,3,2,1,1299,262,1,0,3,0,1,1,21,2,2,20,8,9,9,0
11,2,399,1,7,0,3,1,1,49,1,1,4,3,1,670,903,1,1,4,0,2,1,10,2,1,10,7,1,2,0
18,0,626,1,23,3,1,1,0,17,2,1,2,1,1,770,284,7,0,4,0,2,1,11,3,2,9,8,0,8,0
20,1,34,1,1,2,3,3,0,12,1,0,2,1,2,178,1272,1,0,11,1,1,0,4,3,2,4,3,3,3,0
41,1,704,2,0,0,1,0,0,27,1,1,7,2,2,747,1319,7,0,0,0,3,0,20,2,1,4,3,1,3,0
18,2,494,2,0,3,1,1,0,43,2,1,7,2,2,904,1122,6,0,2,0,0,0,15,5,2,1,0,0,0,0
16,2,772,2,2,2,4,3,1,51,0,1,7,0,2,621,793,3,0,7,0,3,0,15,2,2,13,9,3,12,0
9,1,312,1,1,2,3,3,1,57,2,0,6,3,2,214,255,2,0,2,0,2,0,6,0,1,4,2,1,2,0
3,2,181,1,14,1,1,2,1,66,2,0,6,3,2,10,986,1,0,3,0,3,0,0,6,2,0,0,0,0,0
14,0,629,1,28,3,3,3,0,39,2,0,2,2,2,477,531,9,0,1,0,1,0,10,2,2,8,7,7,7,0
15,2,714,2,7,3,1,0,1,16,2,1,7,0,1,852,505,2,0,2,0,3,1,8,6,0,2,2,2,2,0
19,2,627,1,13,2,1,3,0,65,2,0,2,0,0,338,1420,1,0,1,0,2,1,18,2,1,18,7,12,17,0
13,2,865,1,22,2,3,1,1,34,1,1,0,3,1,761,718,0,0,10,1,1,1,10,2,2,9,0,7,8,0
18,2,268,2,2,0,1,2,1,21,1,2,7,3,1,1088,197,1,1,0,0,0,1,16,6,2,16,7,3,7,1
12,1,760,1,1,3,5,3,0,48,1,0,6,0,2,658,1400,0,0,5,0,3,0,10,2,2,9,7,0,7,0
10,1,439,1,0,3,3,3,1,14,2,0,2,2,2,82,279,0,1,0,0,2,0,5,2,1,4,2,0,2,0
37,2,634,2,17,4,1,0,0,53,2,3,3,1,2,1248,456,3,0,12,1,3,0,37,2,2,10,9,7,7,0
21,2,468,1,18,3,4,3,1,11,2,1,6,3,0,455,173,8,0,3,0,1,3,7,2,2,2,2,2,2,0
26,2,879,2,0,4,2,1,0,45,2,1,7,0,0,741,107,5,1,10,1,2,1,9,2,1,4,3,1,3,0
20,2,830,2,0,2,1,0,1,29,1,0,8,0,2,301,547,4,0,3,0,0,0,20,3,1,1,0,0,0,0
15,1,256,2,9,2,2,1,1,16,1,1,7,3,2,608,130,3,0,3,0,2,0,9,6,1,7,7,0,1,0
27,1,166,1,24,2,3,1,0,53,2,4,3,1,2,1281,635,3,0,11,1,2,0,22,4,2,0,0,0,0,0
25,2,93,0,1,2,1,1,1,67,2,0,1,3,2,410,165,0,0,2,0,1,0,10,5,2,9,7,1,8,0
22,2,214,2,1,1,2,1,0,62,2,1,7,1,1,772,123,3,0,3,0,2,1,15,4,2,11,8,5,10,0
19,2,516,1,9,2,3,2,0,68,2,0,2,0,1,397,901,6,0,9,1,1,1,17,3,2,5,4,0,3,0
19,2,870,1,9,2,3,1,0,41,2,0,6,1,1,463,461,1,0,0,0,0,1,8,2,0,8,4,7,7,0
27,2,98,1,0,2,4,2,1,40,3,4,3,3,1,1313,798,0,0,0,0,2,1,25,2,2,24,0,1,7,0
27,2,274,1,0,3,5,0,1,36,2,2,0,1,0,940,1086,1,0,1,0,0,3,10,4,2,10,8,7,7,0
23,2,199,0,9,3,0,1,1,43,1,4,3,3,0,1306,395,3,0,4,0,1,3,23,2,1,21,6,12,6,0
11,2,148,0,16,2,4,1,1,21,1,2,1,0,2,972,453,1,0,2,0,0,0,10,3,1,10,9,0,9,0
11,1,566,1,1,0,1,0,1,57,2,1,0,3,0,1014,1308,1,0,8,0,3,1,6,0,3,6,4,1,3,0
22,2,638,2,0,1,3,1,1,27,0,1,7,3,1,942,645,2,1,11,1,2,3,6,2,1,4,3,0,2,0
22,2,666,1,9,3,1,3,0,16,3,0,2,2,1,96,1185,3,1,2,0,2,1,10,3,2,7,7,1,7,0
38,2,801,1,22,2,1,3,1,38,2,3,4,1,1,1181,932,4,1,1,0,0,1,33,0,2,19,16,15,9,0
24,1,119,1,1,2,1,3,1,10,2,2,0,3,1,1075,946,2,1,3,0,2,1,24,3,0,20,8,13,9,0
13,0,151,1,8,1,3,2,1,16,1,0,6,0,2,133,489,0,1,11,1,0,0,4,0,2,3,2,1,2,1
20,1,678,1,0,2,1,3,1,60,2,1,6,3,1,617,455,7,0,4,0,3,2,19,4,3,13,11,2,9,0
24,2,341,2,0,0,1,1,1,69,2,1,7,2,1,650,1310,1,0,14,1,2,0,20,3,2,20,16,11,6,0
12,2,782,2,4,2,1,1,0,11,2,2,7,3,1,1034,354,2,0,1,0,2,1,12,2,2,10,9,7,4,0
7,2,380,1,2,2,3,0,1,61,2,0,2,0,1,479,432,5,0,2,0,2,1,6,5,2,2,2,0,2,1
27,2,856,2,1,2,2,0,0,64,0,4,3,1,2,1295,21,2,1,5,0,0,0,26,2,2,24,10,1,11,1
16,2,236,1,6,3,3,0,1,5,2,0,6,3,2,326,1157,1,0,2,0,2,0,1,4,0,1,0,0,0,0
7,1,317,2,23,0,1,2,1,43,0,0,8,3,2,6,352,1,1,3,0,3,0,1,4,2,1,0,1,0,1
18,2,588,1,2,1,1,3,1,49,3,1,0,0,0,908,1394,6,0,9,1,0,1,13,3,2,5,4,0,4,0
24,2,478,1,11,2,3,1,1,27,2,0,2,1,0,268,402,8,0,11,1,1,3,7,6,1,5,3,0,4,0
10,1,435,2,0,1,1,2,1,12,1,1,7,3,1,907,984,1,1,1,0,2,1,7,2,2,7,7,0,7,0
3,1,421,2,0,0,5,0,0,69,1,0,8,1,2,86,416,1,1,0,0,2,0,3,3,2,3,2,1,2,1
18,1,380,1,3,1,1,3,0,67,2,1,4,1,0,683,417,7,0,2,0,1,3,18,3,2,4,2,0,2,0
21,1,697,1,0,0,1,1,1,22,2,4,3,2,0,1312,359,1,1,3,0,2,1,21,3,2,21,8,1,6,0
15,2,606,0,2,1,0,3,1,27,2,0,1,1,0,114,1195,3,1,0,0,2,1,7,4,3,4,3,0,3,0
19,0,28,2,8,3,3,0,1,39,2,2,7,1,0,1011,1318,1,0,2,0,3,1,9,6,2,9,5,7,7,0
23,0,101,2,9,1,3,2,1,10,0,1,7,1,2,823,1158,1,0,2,0,0,0,19,4,2,19,2,11,9,0
16,2,391,2,27,2,2,3,0,65,1,1,7,2,1,892,403,1,0,10,1,3,2,8,2,2,8,7,1,7,0
29,0,662,1,0,0,3,2,0,68,2,2,5,1,1,1153,875,0,0,7,0,0,2,14,3,0,13,8,5,12,0
33,2,339,2,20,3,2,2,1,41,2,1,7,3,2,740,371,0,1,11,1,3,0,11,2,0,10,7,1,0,0
21,2,245,1,11,2,3,3,1,36,2,1,4,1,1,709,331,4,0,10,1,2,0,7,3,2,5,4,1,0,0
10,2,479,1,9,2,4,2,0,29,2,1,6,2,2,425,343,3,0,2,0,3,0,10,4,3,8,7,1,7,0
23,2,225,1,13,2,1,0,1,26,2,0,6,2,0,180,142,4,0,1,0,0,1,13,2,2,9,8,1,8,0
19,1,252,1,9,2,3,0,1,31,2,2,4,2,0,1073,1189,6,0,0,0,1,2,17,5,2,1,0,0,0,1
19,2,190,1,18,1,1,1,1,43,2,0,6,1,1,336,482,4,0,10,1,0,0,8,1,2,1,0,0,0,0
25,1,288,1,9,3,1,2,0,52,1,1,2,2,0,705,253,1,0,0,0,1,1,9,3,3,9,7,0,0,0
27,2,550,1,0,3,3,3,0,61,2,0,2,3,0,110,525,3,0,3,0,3,2,8,2,2,5,3,0,2,0
15,1,654,2,24,2,3,1,0,52,2,1,7,2,1,581,156,1,0,1,0,0,1,10,3,1,10,7,0,1,0
9,2,713,1,1,3,1,3,0,3,2,0,2,0,0,144,1016,1,0,2,0,3,1,1,6,2,1,0,0,0,0
11,0,883,1,0,0,5,3,1,11,2,1,4,2,1,534,1392,1,0,2,0,0,1,10,1,2,10,7,0,9,0
6,2,382,1,22,2,3,1,1,59,3,0,6,3,1,260,1132,1,1,0,0,1,2,6,3,2,6,5,1,4,0
4,2,79,1,7,0,1,1,1,64,0,0,2,0,1,180,281,1,0,4,0,0,1,4,3,1,4,3,1,1,0
26,2,332,1,14,2,3,0,0,43,2,2,0,3,1,971,698,1,0,0,0,3,1,10,2,2,10,7,0,5,1
6,0,465,2,12,1,1,3,0,48,2,0,8,1,1,44,296,1,0,2,0,2,1,1,2,2,1,0,0,0,0
26,2,855,2,27,2,3,3,0,23,3,3,7,3,1,1178,559,3,1,7,0,2,1,23,2,2,12,11,11,11,0
11,2,316,1,8,2,1,2,1,61,3,0,6,2,1,180,1175,6,0,7,0,0,2,5,2,1,1,0,0,0,0
9,2,753,1,18,2,4,3,1,37,1,0,2,0,0,484,822,1,0,0,0,0,2,7,3,2,7,7,0,7,0
6,2,302,1,8,2,3,2,1,32,3,0,6,2,1,552,898,1,0,5,0,3,1,5,1,2,5,3,0,4,0
28,2,723,2,9,2,1,2,0,34,2,2,7,1,1,932,694,5,0,10,1,2,3,14,2,2,8,7,0,7,1
13,2,659,2,1,1,1,0,1,24,2,0,8,2,1,345,258,0,0,8,0,2,1,3,1,2,2,2,1,2,0
17,2,784,1,26,0,3,2,0,23,1,0,6,0,2,205,915,1,0,0,0,3,0,6,3,1,6,5,1,1,0
12,2,779,2,3,1,3,2,0,33,1,1,7,1,0,696,1021,1,1,1,0,1,3,11,4,1,11,8,2,7,0
23,0,509,1,4,1,1,0,1,65,1,0,6,0,0,68,1052,6,0,6,0,0,1,5,2,0,1,0,0,0,1
20,2,658,1,5,1,4,3,0,10,1,0,2,2,1,434,829,1,0,0,0,1,1,5,3,2,5,4,0,4,0
11,1,212,2,1,1,1,1,1,14,2,1,7,3,2,584,1050,1,0,7,0,0,0,10,3,1,10,7,0,9,0
28,0,652,1,6,3,3,2,0,0,2,1,4,2,1,706,807,2,0,3,0,2,0,7,2,3,1,0,0,0,0
12,2,37,1,7,1,1,1,0,43,3,2,5,0,1,1141,911,0,1,1,0,2,3,9,4,1,8,7,1,7,0
12,2,669,1,19,2,4,2,1,55,2,1,4,0,1,1066,410,0,0,4,0,2,1,7,1,1,6,2,0,2,0
17,2,654,0,25,3,1,2,0,1,2,2,1,3,2,1012,847,1,1,5,0,2,0,9,2,2,9,0,1,7,0
41,0,837,0,1,3,0,2,0,2,1,4,3,3,1,1296,1149,9,0,10,1,3,1,30,3,2,3,2,2,2,0
40,2,33,1,22,3,3,3,0,64,2,2,0,3,1,1086,79,1,0,1,0,3,1,39,3,1,36,10,15,6,1
17,0,704,1,1,3,1,3,0,31,2,1,0,0,0,677,150,2,0,0,0,0,1,16,2,3,1,0,0,0,0
16,2,464,0,2,1,0,2,1,58,2,0,1,3,1,438,8,0,0,8,0,2,1,4,1,0,3,2,0,2,0
31,2,265,1,7,1,4,0,0,21,2,2,2,1,1,936,1181,4,0,0,0,2,1,29,3,1,26,9,1,7,0
33,2,753,1,1,2,3,3,1,54,0,1,4,1,0,749,824,5,0,7,0,3,1,13,3,2,4,1,1,2,0
36,2,609,2,1,3,1,2,0,11,1,2,7,2,1,1114,369,6,0,0,0,1,1,13,4,2,9,4,7,0,0
13,2,263,2,5,3,3,0,1,36,3,1,7,3,0,742,251,4,0,11,1,3,2,13,4,3,7,7,5,7,0
19,0,408,1,0,3,3,0,0,50,2,2,5,3,0,1193,557,2,1,7,0,0,2,15,2,2,5,2,0,2,0
12,2,475,2,9,2,2,2,1,42,1,1,7,2,1,875,29,1,0,7,0,0,1,10,3,2,10,3,1,4,0
5,2,255,1,19,0,1,0,1,67,2,1,2,2,2,111,1325,0,0,3,0,1,0,5,2,2,4,3,1,2,0
7,2,333,2,12,0,3,1,1,10,2,0,8,2,1,64,1399,1,0,0,0,2,0,7,1,2,7,4,0,6,0
0,1,278,2,2,1,3,1,0,40,2,0,8,3,2,22,941,1,1,1,0,2,0,0,2,3,0,0,0,0,1
11,2,721,1,22,1,1,2,1,51,3,0,6,2,1,250,1268,1,0,13,1,2,1,10,3,2,10,7,0,7,0
28,2,409,1,1,3,3,2,1,16,2,4,5,3,0,1318,704,7,1,6,0,2,1,24,3,2,2,1,2,2,0
9,2,408,2,22,0,3,1,0,6,1,1,8,2,1,411,292,1,0,10,1,3,1,9,5,2,9,8,5,8,0
14,2,249,2,1,0,2,2,1,6,2,1,7,1,1,487,1071,0,1,2,0,0,3,4,3,1,3,2,1,2,0
37,2,379,2,25,4,2,2,1,30,1,4,3,3,1,1331,1224,1,0,10,1,2,1,36,3,2,34,6,2,13,0
20,2,47,1,0,2,1,2,0,51,2,2,4,2,2,964,764,4,1,3,0,3,0,10,4,3,1,0,0,0,0
16,1,604,1,1,0,1,3,1,15,1,1,4,2,1,1039,697,1,0,6,0,2,0,10,2,1,10,9,1,9,0
17,2,447,1,9,2,4,1,1,15,2,0,2,3,0,458,437,1,0,9,1,0,1,3,4,1,3,2,1,2,0
18,0,199,1,7,2,1,0,0,33,3,2,5,0,1,1146,1056,9,0,3,0,0,1,10,2,2,8,7,0,5,0
15,2,11,2,15,2,2,0,0,39,2,1,7,0,2,715,1404,5,0,4,0,2,0,6,3,2,3,2,0,2,1
11,1,834,2,0,0,3,1,0,12,2,2,7,3,1,968,266,1,0,3,0,3,1,11,5,2,11,10,4,1,0
17,2,739,1,15,2,1,3,1,42,2,2,0,2,1,952,711,4,1,1,0,2,0,10,2,2,8,7,0,0,0
13,2,328,1,11,2,3,3,0,11,2,1,0,3,1,794,886,0,1,0,0,2,2,10,2,0,9,7,8,5,0
17,2,687,2,3,2,5,3,1,56,2,2,7,0,2,1040,491,0,1,11,1,0,0,9,2,2,8,7,4,7,1
2,2,18,1,3,2,5,0,1,54,2,0,2,0,2,327,633,1,0,8,0,1,0,1,2,2,1,0,0,0,1
9,2,660,1,16,2,5,2,1,21,2,0,6,1,1,343,651,0,1,5,0,3,1,6,3,1,5,2,1,1,0
10,2,652,2,9,0,3,3,1,44,2,0,8,1,1,2,1245,1,0,11,1,1,0,1,5,2,1,0,0,0,0
33,2,831,1,10,1,5,3,0,52,1,3,4,1,2,1168,1301,3,0,5,0,1,0,29,1,1,5,2,0,3,0
16,2,116,1,28,2,3,1,1,56,2,1,2,2,1,737,893,4,0,2,0,0,2,10,1,2,8,7,7,7,0
4,1,725,1,2,3,1,2,1,18,1,0,6,3,1,299,119,0,1,0,0,1,1,1,5,2,0,0,0,0,1
28,2,398,1,12,3,1,2,1,4,2,1,0,1,2,759,447,6,0,3,0,3,0,19,3,2,10,7,0,9,0
22,1,675,2,1,3,3,1,1,32,2,1,7,1,1,538,1353,5,0,1,0,3,3,5,2,2,0,0,0,0,0
27,0,310,2,1,3,1,2,0,37,2,1,7,2,1,686,1013,4,0,11,1,1,2,10,3,3,8,7,5,7,0
13,2,135,1,19,2,1,1,1,59,2,1,2,2,0,508,947,1,0,0,0,0,1,10,2,2,10,8,0,2,0
16,2,527,2,0,2,2,0,1,2,2,2,7,3,2,1061,277,1,0,10,1,0,0,14,3,1,14,8,2,1,0
21,2,12,2,14,3,2,1,1,47,2,3,7,0,2,1179,1334,0,0,1,0,0,0,21,3,2,20,8,11,10,0
30,1,167,1,3,4,3,2,1,59,1,3,3,3,1,1218,208,2,0,14,1,1,1,23,3,2,2,2,2,2,0
12,1,402,1,0,1,3,2,0,28,2,1,2,3,2,475,513,1,0,12,1,3,0,12,2,2,12,8,3,7,0
11,2,30,2,9,0,2,3,0,9,1,1,7,1,0,983,568,1,1,3,0,0,2,7,2,2,7,7,1,7,0
25,2,747,1,14,1,1,2,1,35,1,3,5,2,1,1271,82,1,0,13,1,0,1,14,3,2,14,10,6,11,0
27,2,855,1,28,2,5,1,1,25,2,2,4,3,1,1032,729,4,1,7,0,3,2,10,4,3,3,1,1,2,0
12,1,760,1,22,2,1,0,1,66,0,0,6,2,0,222,1174,1,0,14,1,2,3,10,2,1,10,7,0,9,0
16,2,78,2,0,3,2,1,1,45,3,1,7,3,0,1054,596,0,0,0,0,3,1,16,2,1,15,1,0,9,0
42,2,671,2,15,3,2,0,1,54,2,1,7,0,2,733,574,8,0,3,0,3,0,10,1,2,2,2,2,2,0
24,1,238,2,11,2,1,2,1,14,2,3,7,0,2,1202,20,0,1,1,0,1,0,22,2,1,21,9,13,14,1
23,2,525,1,8,3,1,2,1,64,2,0,2,0,1,104,286,2,0,10,1,3,1,7,2,2,5,0,1,4,0
7,2,483,2,18,1,2,2,1,6,1,0,8,1,1,169,962,1,1,7,0,2,3,1,2,2,1,0,0,0,1
14,0,481,2,1,0,1,2,0,46,2,0,8,0,0,292,742,1,0,1,0,2,3,1,3,2,1,0,0,0,0
31,2,616,1,0,1,5,2,0,60,1,3,0,2,2,1206,913,7,1,1,0,3,0,25,2,2,7,1,0,7,0
16,2,70,2,13,2,5,2,0,1,2,0,8,2,0,213,40,1,1,7,0,3,2,8,3,2,8,2,0,6,0
26,2,807,0,0,1,3,1,1,61,1,2,1,0,1,1102,14,9,0,3,0,3,1,24,1,2,20,6,3,6,1
7,2,178,2,8,1,1,0,1,38,1,0,8,0,1,551,753,3,0,1,0,0,0,6,2,2,3,2,2,2,1
11,2,82,1,0,3,5,0,1,70,1,0,6,0,2,150,324,6,0,2,0,2,0,11,2,0,9,7,0,7,1
13,1,397,2,1,3,4,3,1,24,2,1,7,0,2,718,1130,7,0,2,0,3,0,10,3,2,5,2,0,3,0
18,2,288,1,11,3,1,2,0,46,2,1,4,2,1,604,608,9,1,1,0,1,2,7,2,2,3,2,1,1,0
19,2,369,1,18,2,1,2,1,55,2,1,4,2,1,785,1402,3,0,6,0,0,3,9,2,1,4,3,0,2,0
16,1,389,1,15,3,1,2,0,70,1,0,6,3,2,204,364,1,0,5,0,2,0,6,3,2,5,2,1,3,0
20,2,389,2,0,3,1,0,0,29,1,1,7,3,2,1004,628,4,0,11,1,2,0,12,2,3,8,3,0,7,0
38,2,724,1,0,1,1,0,0,60,2,0,6,0,1,52,498,2,0,11,1,3,1,5,3,3,3,2,1,0,0
12,2,68,2,1,0,5,2,1,42,2,0,8,1,1,185,889,1,0,7,0,0,1,1,3,2,1,0,0,0,0
37,2,235,1,1,2,3,2,1,30,1,4,5,0,1,1300,1025,8,0,1,0,1,3,34,2,2,1,0,0,0,0
11,0,416,2,1,2,1,3,1,31,2,1,7,2,1,602,857,1,0,3,0,0,1,4,3,1,4,3,0,2,0
24,2,823,1,5,2,3,2,1,53,2,2,5,0,1,1180,735,9,0,2,0,1,1,18,3,3,13,7,5,7,0
29,0,665,1,13,3,5,2,1,34,2,1,6,1,1,743,5,8,0,7,0,2,1,16,4,3,8,7,1,7,0
30,2,547,1,1,1,5,3,1,46,3,0,2,1,2,205,845,5,0,0,0,2,0,7,4,1,1,0,0,0,0
13,2,571,2,4,2,5,0,1,21,2,1,7,2,1,985,1088,1,0,8,0,2,1,6,3,2,5,2,0,2,0
24,2,655,0,9,2,0,2,0,1,2,3,3,0,1,1246,844,0,0,3,0,2,1,21,5,2,20,7,0,9,0
18,1,876,1,2,1,3,3,1,0,2,0,2,1,2,60,747,4,0,1,0,2,0,13,3,1,8,7,7,2,0
19,1,741,2,0,3,3,2,1,1,0,1,7,3,0,1037,329,1,0,3,0,2,2,6,2,1,6,3,1,3,0
8,2,791,0,24,0,1,2,0,31,2,0,1,2,1,321,399,1,0,12,1,3,1,8,3,2,8,7,5,7,0
22,1,301,2,4,3,1,3,1,18,1,2,7,0,1,1101,1267,5,1,10,1,2,1,20,2,2,18,13,1,12,0
24,2,125,1,1,2,1,0,1,26,2,4,3,2,1,1297,881,5,0,0,0,0,0,24,2,1,22,6,4,14,0
14,2,446,2,0,3,2,2,0,18,2,2,7,3,1,1094,1284,1,0,8,0,2,2,14,3,2,14,10,5,7,0
36,2,549,1,0,2,3,3,0,24,2,3,5,3,2,1264,214,6,0,8,0,3,0,29,3,1,20,7,12,7,0
27,0,592,2,8,3,1,1,0,35,1,1,7,2,1,762,920,1,0,2,0,3,1,15,2,2,15,10,4,12,0
21,0,3,1,8,2,1,3,1,57,2,4,3,3,2,1323,758,2,0,2,0,2,0,21,3,1,6,0,1,3,0
23,2,792,2,19,1,2,1,0,40,2,0,8,1,2,352,1139,1,1,11,1,3,0,4,5,1,4,3,0,2,1
21,1,253,1,1,3,5,2,0,34,2,2,0,2,2,1132,260,0,0,14,1,3,0,20,1,2,19,6,11,8,0
12,1,42,1,2,2,3,2,0,41,2,0,6,2,0,58,1196,1,0,9,1,2,1,1,2,2,1,0,0,0,0
14,2,618,2,5,3,3,1,1,57,2,1,7,2,2,665,1297,1,0,5,0,0,0,12,0,2,11,8,5,7,0
18,2,511,1,8,1,3,1,1,18,1,1,4,1,0,1013,685,2,1,0,0,2,1,13,2,2,3,2,0,2,0
19,0,721,2,18,1,3,0,1,2,2,2,7,1,2,955,152,1,1,2,0,3,0,10,2,2,10,0,0,9,0
24,2,196,2,11,3,2,1,1,47,2,1,7,3,0,676,39,3,1,1,0,2,2,14,4,2,0,0,0,0,0
35,2,484,2,7,2,2,0,1,43,2,3,7,3,1,1147,1202,5,0,3,0,2,1,28,3,2,2,0,2,2,0
30,2,397,1,0,2,1,3,1,46,1,4,5,3,2,1285,385,6,0,1,0,2,0,25,3,3,1,0,0,0,0
18,1,693,0,1,0,0,1,1,64,1,1,1,3,2,453,119,1,0,10,1,3,0,10,2,1,10,1,0,8,0
